DM_INSTITUCION_COD_INSTITUCION,NOMBRE,CCB_NIT_INST,ORDEN,SUBORDEN,NIVEL_INSTITUCION,CLASIFICACION_ORGANICA,SECTOR,NATURALEZA_JURIDICA,TIPO_INSTITUCION,IDMUNICIPIO,MUNICIPIO,IDDEPARTAMENTO,DEPARTAMENTO,DIRECCION,FAX,EMAIL,CCB_TELEFONO,CCB_PAGINA_WEB,LONGITUD,LATITUD,ESTADO_INS,NOMBRE_REPRESENTANTE,CARGO_REPRESENTANTE
1995,"CONCEJO DE SAN LUIS -- SAN LUIS, ANTIOQUIA",890984376,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,660,SAN LUIS,05,ANTIOQUIA,"""Cra 18 # 17-08, San Luis, Antioquia""",8348319,NULL,8348879,http://sanluis-antioquia.gov.co,-74.995071,6.042454,ACTIVA,NULL,NULL
8243,METRO DE BOGOTA S.A.,NULL,TERRITORIAL,DISTRITAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,SOCIEDAD DE ECONOMÍA MIXTA,VINCULADAS,1,BOGOTÁ. D.C.,11,BOGOTÁ. D.C.,"""VACIA""",NULL,NULL,NULL,NO DISPONIBLE,-74.072092,4.710989,ACTIVA,NULL,NULL
5650,PERSONERIA DE HONDA,809002790,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,349,HONDA,73,TOLIMA,"""Casa de los Conquistadores Centro""",NULL,NULL,2513140,NO DISPONIBLE,-74.737081,5.205118,ACTIVA,Christian Camilo Granja Arguello,NULL
4223,EMPRESA ESTACION ACUICOLA DEL CASANARE,844002027,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO,VINCULADAS,1,YOPAL,85,CASANARE,"""Calle 8  22 - 93 oficina  101""",6340643,NULL,6340643,NO DISPONIBLE,-72.400523,5.348903,ACTIVA,NULL,NULL
4701,INSTITUTO MUNICIPAL DE DEPORTES Y LA RECREACION - VERSALLES,800194285,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,863,VERSALLES,76,VALLE DEL CAUCA,"""VACIA""",NULL,NULL,NULL,NO DISPONIBLE,-76.199746,4.574752,ACTIVA,NULL,NULL
1311,ASOCIACION DE MUNICIPIOS DEL META,900056772,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,NO APLICA,1,VILLAVICENCIO,50,META,"""Calle 18 N° 41 bis-23 barrio villa maría.""",3203015206,NULL,3203015206,http://asociaciondemunicipiosdelmeta.gov.co,-73.63769,4.151382,ACTIVA,NULL,NULL
8288,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE TAMESIS ESP SAS,900378953,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS DE SERVICIOS PUBLICOS DOMICILIARIOS - MIXTAS,VINCULADAS,789,TÁMESIS,05,ANTIOQUIA,"""Calle 10 No. 08 # 47""",NULL,NULL,8494035,http://www.serviciospublicos-tamesis-antioquia.gov.co,-75.714701,5.664999,ACTIVA,NULL,NULL
0178,ALCALDIA DE CALARCA,890000441,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,130,CALARCÁ,63,QUINDÍO,"""Carrera 24 No. 38-57""",7422918,NULL,7421110,http://www.calarca-quindio.gov.co,-75.640402,4.530357,ACTIVA,LUIS ALBERTO BALSERO CONTRERAS,NULL
2835,HOSPITAL LOCAL ZONA BANANERA,819003636,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,980,ZONA BANANERA,47,MAGDALENA,"""VACIA""",NULL,NULL,NULL,http://WWW.ESEHOSPITALZONABANANERA-MAGDALENA.GOV.CO,-74.17097,10.792245,ACTIVA,ANA MARIA CASTILLO GARCIA,NULL
1643,CONCEJO DE CONDOTO,NULL,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,205,CONDOTO,27,CHOCÓ,"""VACIA""",NULL,NULL,NULL,NO DISPONIBLE,-76.652079,5.089546,ACTIVA,NULL,NULL
4900,PERSONERIA DE PARAMO,800099819,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,533,PÁRAMO,68,SANTANDER,"""palacio Municipal  paramo santander""",7258910,NULL,3176416303,NO DISPONIBLE,-73.170777,6.416886,ACTIVA,NULL,NULL
1703,CONCEJO DE ALMAGUER,891502664,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,22,ALMAGUER,19,CAUCA,"""CAM Almaguer""",8267521,NULL,8267750,NO DISPONIBLE,-76.854839,1.914182,ACTIVA,NULL,NULL
1544,CONCEJO DE ATRATO,NULL,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,50,ATRATO,27,CHOCÓ,"""Yuto Municipio de Atrato Chocó Palacio Municipal""",NULL,NULL,6714050,http://www.elatrato-choco.gov.co,-76.618166,5.554906,ACTIVA,NULL,NULL
3958,"EMPRESA DE ACUEDUCTO, ALCANTARILLADO Y ASEO DEL BORDO PATIA",800219279,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,VINCULADAS,532,PATÍA,19,CAUCA,"""Cra 7 No 9-12 via panamericana""",8262056,NULL,8262056,NO DISPONIBLE,-77.053095,2.069301,ACTIVA,NULL,NULL
5218,PERSONERIA DE FOMEQUE,899999364,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,279,FÓMEQUE,25,CUNDINAMARCA,"""CARRERA 2 N º  5 -41 Piso 2""",8485007,NULL,8485007,http://www.fomeque-cundinamarca.gov.co,-73.895359,4.486748,ACTIVA,Rolan Hernan Ruiz Abril,NULL
3960,"EMPRESA DE ACUEDUCTO, ALCANTARILLADO Y ASEO DEL TOLIMA EDAT S.A.",900235058,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,VINCULADAS,1,IBAGUÉ,73,TOLIMA,"""CRA 3 ENTRE CALLES 10 Y 11 EDIFIC GOBERNACION 2o. PISO""",2611111,NULL,2616643,NO DISPONIBLE,-75.242438,4.444676,ACTIVA,NULL,NULL
2624,CONCEJO DE YOLOMBO,890984030,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,890,YOLOMBÓ,05,ANTIOQUIA,"""Calle Colombia Nro. 20-92""",8654181,NULL,8654181,http://www.yolombo-antioquia.gov.co,-75.01478,6.59995,ACTIVA,NULL,NULL
0410,ALCALDIA DE JESUS MARIA,890210946,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,368,JESÚS MARÍA,68,SANTANDER,"""Calle 5 No. 5 - 16""",7569704,NULL,7569704,http://www.jesusmaria-santander.gov.co,-73.782881,5.876811,ACTIVA,NULL,NULL
0567,ALCALDIA DE EL ZULIA,800039803,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,261,EL ZULIA,54,NORTE DE SANTANDER,"""AV. 1 CLL 9 ESQUINA BARRIO EL TRIUNFO""",5789444,NULL,5789444,http://elzulia-nortedesantander.gov.co,-72.604826,7.937289,ACTIVA,MANUEL ORLANDO PRADILLA GARCIA,NULL
4727,INSTITUTO MUNICIPAL DE TRANSITO Y TRANSPORTE DE CAMPOALEGRE,900275841,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,132,CAMPOALEGRE,41,HUILA,"""Cll 17 No. 8 - 13""",8385544,NULL,8380570,NO DISPONIBLE,-75.326642,2.685106,ACTIVA,NULL,NULL
6006,PERSONERIA DE TAMALAMEQUE,NULL,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,787,TAMALAMEQUE,20,CESAR,"""Calle 3 No. 2 - 46""",NULL,NULL,3205820976,http://www.tamalameque-cesar.gov.co,-73.810756,8.861748,ACTIVA,NULL,NULL
2605,CONCEJO DE VIGIA DEL FUERTE,NULL,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,873,VIGÍA DEL FUERTE,05,ANTIOQUIA,"""vigia del Fuerte Palacio Municipal""",8678080,NULL,8678003,http://www.vigiadelfuerte-antioquia.gov.co,-76.896236,6.588582,ACTIVA,NULL,NULL
0533,ALCALDIA DE EL CARMEN DE VIBORAL,890982616,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,148,EL CARMEN DE VIBORAL,05,ANTIOQUIA,"""Calle 31 No 30-06""",5432116,NULL,5432000,http://www.elcarmendeviboral-antioquia.gov.co,-75.337384,6.082178,ACTIVA,NULL,NULL
3522,HOSPITAL REGIONAL  CESAR URIBE PIEDRAHITA  -CAUCASIA,890980757,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,154,CAUCASIA,05,ANTIOQUIA,"""CALLE 31 CON KRA 18- BARRIO EL PALMAR- CAUCASIA- ANTIOQUIA""",8390524,NULL,8392161,http://www.hcup.gov.co,-75.198563,7.979698,ACTIVA,NULL,NULL
1871,CONCEJO DE LIBORINA,890983672,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,411,LIBORINA,05,ANTIOQUIA,"""CALLE 10 N 7  71  """,8561865,NULL,8561865,http://www.liborinaantioquia.gov.co,-75.811744,6.67745,ACTIVA,SANTIAGO HENAO IBARRA,NULL
5341,PERSONERIA DE MUZO,800077808,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,480,MUZO,15,BOYACÁ,"""PALACIO MUNICIPAL""",7256276,NULL,7266057,http://muzo-boyaca.gov.co,-74.103016,5.531629,ACTIVA,NULL,NULL
3848,EMPRESA DE SERVICIOS PUBLICOS ORBITEL SERVICIOS INTERNACIONALES S.A,900163926,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS DE SERVICIOS PUBLICOS DOMICILIARIOS - MIXTAS,VINCULADAS,615,RIONEGRO,05,ANTIOQUIA,"""Zona Franca Rionegro Bodega 111 - Carrera 16   11A Sur - 100,\r\n""",5352245,NULL,5352245,NO DISPONIBLE,-75.375085,6.144837,ACTIVA,NULL,NULL
3977,EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE S.A. ENERGUAVIARE,822004680,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,VINCULADAS,1,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,"""calle 8 No 23-55 Barrio Centro""",5840423,NULL,3187754839,http://www.energuaviare.com.co,-72.641727,2.568549,ACTIVA,NULL,NULL
2259,CONCEJO DE MACEO,890980958,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,425,MACEO,05,ANTIOQUIA,"""CARRERA 30 N 30  32  """,8640506,NULL,8640242,http://www.maceoantioquia.gov.co,-74.787294,6.551367,ACTIVA,CARLOS ANDRES GOMEZ GONZALEZ,NULL
2593,CONCEJO DE USIACURI,802002265,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,849,USIACURÍ,08,ATLÁNTICO,"""Calle 14 No. 15-16""",NULL,NULL,8755525,NO DISPONIBLE,-74.976528,10.741163,ACTIVA,NULL,NULL
0642,ALCALDIA DE GÜEPSA - SANTANDER,890207790,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,327,GÜEPSA,68,SANTANDER,"""calle 3 carrera 5 esquina""",0977583227,NULL,7583051,NO DISPONIBLE,-73.3421,6.0128,ACTIVA,OSMAR ANGEL ARIAS ACUÑA,NULL
2045,CONCEJO DE TAME,834000552,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,794,TAME,81,ARAUCA,"""Cra. 14 No. 15-33""",NULL,NULL,8886393,NO DISPONIBLE,-71.745515,6.457094,ACTIVA,NULL,NULL
4555,INSTITUTO DE DESARROLLO URBANO - MUNICIPIO DE BELLO -IDU,900170471,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,88,BELLO,05,ANTIOQUIA,"""VACIA""",NULL,NULL,NULL,NO DISPONIBLE,-75.559589,6.336729,ACTIVA,NULL,NULL
2055,CONCEJO DE TOCA,800099642,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,814,TOCA,15,BOYACÁ,"""Alcaldia Municipal de Toca - Boyaca""",NULL,NULL,NULL,http://www.alcaldiadetoca.gov.co,-73.185051,5.566401,ACTIVA,NULL,NULL
9938,"PROVINCIA DE ADMINISTRACION Y PLANIFICACION ""CARTAMA""",NULL,TERRITORIAL,DEPARTAMENTAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,PROVINCIAS ADMINISTRATIVAS Y DE PLANIFICACIÓN  PAP,NO APLICA,1,MEDELLÍN,05,ANTIOQUIA,NULL,NULL,NULL,4871098,http://www.provinciacartama.gov.co,-75.564574,6.2530471,ACTIVA,Carlos Andrés Naranjo Bedoya,NULL
2389,CONCEJO DE QUEBRADANEGRA,832005251,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,592,QUEBRADANEGRA,25,CUNDINAMARCA,"""PALACIO MUNICIPAL""",NULL,NULL,8408089,http://www.quebradanegra-cundinamarca.gov.co,-74.479244,5.117721,ACTIVA,NULL,NULL
0986,ALCALDIA DE SACHICA,800019846,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,638,SÁCHICA,15,BOYACÁ,"""Cra 4  No  3 - 42\r\n""",7342149,NULL,7342149,NO DISPONIBLE,-73.542575,5.583059,ACTIVA,HUGO  BUITRAGO,NULL
4338,INSTITUTO MUNICIPAL PARA EL DESARROLLO SOCIAL Y ECONOMICO DE PALMIRA,815002334,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,520,PALMIRA,76,VALLE DEL CAUCA,"""Calle 30  Carrera 29 Esquina CAMP""",2709605,NULL,2709538,www.imdesepal.gov.co,-76.297166,3.537972,ACTIVA,NULL,NULL
5896,"PERSONERIA DE SAN CAYETANO -- SAN CAYETANO, NORTE DE SANTANDER",900053490,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,673,SAN CAYETANO,54,NORTE DE SANTANDER,"""CARRERA 3 N. 4-39 BARRIO LA PLAYA, MUNICPIO DE SANC AYETANO""",NULL,NULL,5868078,NO DISPONIBLE,-72.62436,7.878751,ACTIVA,NULL,NULL
3981,EMPRESA DE OBRAS SANITARIAS DE SANTA ROSA DE CABAL - EMPOCABAL-E.I.C.E.,800050603,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,VINCULADAS,682,SANTA ROSA DE CABAL,66,RISARALDA,"""carrera 15 No 12 - 11 Santa Rosa de Cabal.""",3660791,NULL,3660791,http://www.empocabal.com.co,-75.62239,4.870121,ACTIVA,NULL,NULL
4000,EMPRESA DE SERVICIOS PUBLICOS DE BAHIA SOLANO S.A.,818000263,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,VINCULADAS,75,BAHÍA SOLANO,27,CHOCÓ,"""Calle Principal Bahia Solano  Choco""",6827062,NULL,6827490,NO DISPONIBLE,-77.401154,6.222552,ACTIVA,NULL,NULL
3595,HOSPITAL SAN JUDAS TADEO DE SIMITI,806001163,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,744,SIMITÍ,13,BOLÍVAR,"""VACIA""",NULL,NULL,NULL,NO DISPONIBLE,-73.946404,7.957151,ACTIVA,NULL,NULL
4937,PERSONERIA DE ANSERMANUEVO,800100532,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,41,ANSERMANUEVO,76,VALLE DEL CAUCA,"""carrera 4 No. 7-09""",2052418,NULL,2052183,NO DISPONIBLE,-76.1212903546463,4.72709613634352,ACTIVA,NULL,NULL
3199,HOSPITAL  SAN JOSE  - RESTREPO,891901745,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,606,RESTREPO,76,VALLE DEL CAUCA,"""Calle 9 # 15 - 10  Restrepo Valle del Cauca""",NULL,NULL,NULL,NO DISPONIBLE,-76.52047,3.82172,ACTIVA,NULL,NULL
5565,PERSONERIA DE EL AGUILA,800100518,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,243,EL ÁGUILA,76,VALLE DEL CAUCA,""" CARRERA 3 - 9 02 Alcaldía Municipio de El Águila - Valle del Cauca""",NULL,NULL,3148917845,http://www.personeriamunicipalelaguilavalle.gov.co,-76.04299,4.90917,ACTIVA,Dayana Rodríguez Molina,NULL
5280,PERSONERIA DE LA MERCED,NULL,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,388,LA MERCED,17,CALDAS,"""VACIA""",NULL,NULL,NULL,NO DISPONIBLE,-75.547035,5.398218,ACTIVA,Mario Alberto Gomez Durango,NULL
2506,CONCEJO DE SILOS,900054022,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,743,SILOS,54,NORTE DE SANTANDER,"""cra: 3 # 5-50\r\n""",NULL,NULL,5676011,http://santodomingodesilos-nortedesantander.gov.co,-72.756994,7.204824,ACTIVA,NULL,NULL
5937,UNIDAD ADMINISTRATIVA ESPECIAL DE AERONAUTICA CIVIL,899999059,NACIONAL,NO APLICA,DESCENTRALIZADO,RAMA EJECUTIVA,TRANSPORTE,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,ADSCRITAS,1,BOGOTÁ. D.C.,11,BOGOTÁ. D.C.,"""Av. El Dorado 103-15 Nuevo Edificio Aerocivil""",4138586,NULL,4251000,http://www.aerocivil.gov.co,-74.072092,4.710989,ACTIVA,NULL,NULL
0637,ALCALDIA DE GUATICA,891480025,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,318,GUÁTICA,66,RISARALDA,"""Plaza principal""",3539676,NULL,3539010,NO DISPONIBLE,-75.799407,5.316428,ACTIVA,William David soto Ramirez,NULL
3574,HOSPITAL SAN FRANCISCO VALDERRAMA DE TURBO,890981137,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,837,TURBO,05,ANTIOQUIA,"""KM 1 VÍA APARTADO""",8272591,NULL,8272088,NO DISPONIBLE,-76.728456,8.095159,ACTIVA,NULL,NULL
0894,CORPORACION PARA EL DESARROLLO SOSTENIBLE DEL AREA DE MANEJO ESPECIAL LA MACARENA,822000091,NACIONAL,NO APLICA,NO APLICA,ORGANOS AUTÓNOMOS,AMBIENTE Y DESARROLLO SOSTENIBLE,ORGANOS AUTÓNOMOS,NO APLICA,1,VILLAVICENCIO,50,META,"""CARRERA 44 C 33 B 24\r  """,NULL,NULL,6730420,http://www.cormacarena.gov.co,-73.63769,4.151382,ACTIVA,ANDRES FELIPE GARCIA CESPEDES,NULL
9536,EMPRESA PARA EL DESARROLLO URBANO Y HABITAT DE APARTADO,901445176,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO,NO APLICA,45,APARTADÓ,05,ANTIOQUIA,"""CALLE 97   104  04 Piso 1""",NULL,NULL,8240685,www.eduha.gov.co,-76.624692,7.882761,ACTIVA,YAMID ALBERTO BANQUET GALARCIO,NULL
2686,CONTRALORIA MUNICIPAL DE ITAGÜI,811036609,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,CONTRALORÍA MUNICIPAL,NO APLICA,360,ITAGÜÍ,05,ANTIOQUIA,"""Carrera 51 No.51-55 Piso 6 CAMI""",NULL,NULL,3737676,http://www.contraloriadeitagui.gov.co,-75.614671,6.167568,ACTIVA,NULL,NULL
1709,CONCEJO DE APULO (RAFAEL REYES),890680236,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,599,APULO,25,CUNDINAMARCA,"""CARRERA 7 CALLE 8 -CASA DE LA CULTURA""",8397083,NULL,8388413,http://apulo-cundinamarca.gov.co,-74.593706,4.521302,ACTIVA,NULL,NULL
4268,EMTELCO,800237456,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,1,MEDELLÍN,05,ANTIOQUIA,"""Calle 41  # 52-28 Edificio Edatel Piso 12""",3897070,NULL,3897000,http://www.emtelco.com.co,-75.564574,6.2530471,ACTIVA,NULL,NULL
3854,EMPRESA DE SERVICIOS PUBLICOS  MUNICIPALES CIENAGA DE ORO,800150895,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,VINCULADAS,189,CIÉNAGA DE ORO,23,CÓRDOBA,"""Carrera  16  6 - 32""",NULL,NULL,7760033,NO DISPONIBLE,-75.621332,8.879215,ACTIVA,NULL,NULL
3456,HOSPITAL LOCAL DE TENERIFE - TENERIFE,819001302,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,798,TENERIFE,47,MAGDALENA,"""Cra 8 Nº 9-54 Barrio Instituto""",4859514,NULL,3145355226,NO DISPONIBLE,-74.858425,9.898413,ACTIVA,NULL,NULL
2406,"CONCEJO DE RIOSUCIO -- RIOSUCIO, CALDAS",NULL,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,614,RIOSUCIO,17,CALDAS,"""Casa de Gobierno Municipal Carrera 7ª calle 10 Esquina Tercer Piso""",NULL,NULL,8594830,http://www.riosucio-caldas.gov.co,-75.705388,5.420684,ACTIVA,NULL,NULL
5485,PERSONERIA DE SONSON,890980357,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,756,SONSÓN,05,ANTIOQUIA,"""Palacio Municipal, Plaza Principal \""Ruiz y Zapata\"" Carrera 6 Nro. 6-78""",8694052,NULL,8694444,http://www.sonson-antioquia.gov.co,-75.309798,5.712002,ACTIVA,NULL,NULL
0809,ALCALDIA DE NOVITA,891680075,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,491,NÓVITA,27,CHOCÓ,"""Palacio Municipal-Calle central.""",6702639,NULL,3136726225,http://www.novita-choco.gov.co,-76.607349,4.956167,ACTIVA,deyler eduardo camacho mosquera,NULL
4709,"INSTITUTO DE DEPORTE, RECREACION Y ACTIVIDAD FISICA DE VALLEDUPAR",824000554,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,1,VALLEDUPAR,20,CESAR,"""Calle 28 No.13-65 Barrio 12 de Octubre""",NULL,NULL,5623279,https://www.indupalvalledupar.gov.co,-73.243633,10.474245,ACTIVA,NULL,NULL
8053,EMPRESA DE SERVICIOS PUBLICOS DE BARICHARA S.A.,900364103,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS DE SERVICIOS PUBLICOS DOMICILIARIOS - MIXTAS,VINCULADAS,79,BARICHARA,68,SANTANDER,"""Calle 8  No 12-10""",NULL,NULL,7267162,NO DISPONIBLE,-73.223409,6.635849,ACTIVA,NULL,NULL
2011,CONCEJO DE SANTA LUCIA,NULL,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,675,SANTA LUCÍA,08,ATLÁNTICO,"""VACIA""",NULL,NULL,NULL,NO DISPONIBLE,-74.961495,10.323959,ACTIVA,NULL,NULL
4988,PERSONERIA DE CACHIPAY,NULL,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,123,CACHIPAY,25,CUNDINAMARCA,"""VACIA""",NULL,NULL,NULL,NO DISPONIBLE,-74.437361,4.730877,ACTIVA,NULL,NULL
